Address,BBL,BIN,BoroCD,Borough,CT2010,CouncilDistrict,Items_Accepted,Latitude,Longitude,NTAName,Nonprofit_Organization,Number,ObjectId,Operations_Type,Public_Email,Public_Phone,Street,Unit,Vendor_Name,Website,point,zipcode,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
1049 Grand St,3029250000,3070486,301,Brooklyn,449,34,"Clothing, Shoes, Coats, Other",40.71387,-73.93378,East Williamsburg,FALSE,1049,1098,Publicly Accessible Donation Bins,N/A,914-573-2266,Grand St,,Standard Recycling Corp,N/A,POINT (-73.933783 40.713874999999994),11211,17613,36,2,30,56
408 Fulton St,3001560000,3000441,302,Brooklyn,37,33,"Clothing, Shoes, Coats, Accessories",40.68938,-73.98156,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,FALSE,408,370,Organizations/Thrift Stores,N/A,718-643-1825,Fulton St,,MYUNIQUE Thrift Brooklyn,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=539&BId=514,POINT (-73.98155700000001 40.689382),11201,17619,68,2,38,54
38 Wiman Pl,5028270000,5042128,501,Staten Island,6,49,"Clothing, Shoes, Coats, Accessories, Bedding And Linens, Towels, Rugs",40.61569,-74.06634,Stapleton-Rosebank,TRUE,38,371,Nonprofit Organizations/Thrift Stores,N/A,718-650-6994,Wiman Pl,,Good Counsel Homes,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=3784&BId=3779,POINT (-74.06634000000001 40.615694000000005),10305,10692,4,1,13,74
38 Greene st,1004740000,1007046,102,Manhattan,47,1,"Clothing, Shoes, Purses, Gloves, Scarves, Hats, belts, Towels, Curtains, Bedding and Linens. Clean Rags and Torn Clothing",40.72177,-74.00188,SoHo-TriBeCa-Civic Center-Little Italy,FALSE,38,55,Retail Store Takeback Programs,N/A,(646) 682-9253,Greene st,,Fj�llr�ven K�nken,https://stores.fjallraven.com/ny/ny/FIFN-38GSNN/,POINT (-74.00188 40.72176999999999),10013,12076,57,4,32,1
2245 Coleman St,3085580000,3242314,318,Brooklyn,662,46,"Clothing, Shoes",40.60808,-73.9233,Georgetown-Marine Park-Bergen Beach-Mill Basin,TRUE,2245,1129,Publicly Accessible Donation Bins,info@planetaid.org,973-882-7956,Coleman St,,Planet Aid,http://www.planetaid.org/,POINT (-73.923301 40.608081999999996),11234,13825,5,2,8,38
1968 Jerome Ave,2028540000,2008259,205,Bronx,241,14,"Clothing, Shoes",40.85187,-73.90858,Mount Hope,FALSE,1968,547,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,Jerome Ave,,Usagain LLC,http://www.usagain.com/,POINT (-73.908586 40.851865999999994),10453,10931,6,5,29,29
2010 Bruckner Blvd,2036820000,2092773,209,Bronx,98,18,"Clothing, Shoes",40.82593,-73.85528,Westchester-Unionport,FALSE,2010,530,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,Bruckner Blvd,,Usagain LLC,http://www.usagain.com/,POINT (-73.855276 40.825925999999995),10473,11611,58,5,31,26
72 Greene St,1004850000,1079933,102,Manhattan,49,1,Contact store for details,40.72322,-74.0006,SoHo-TriBeCa-Civic Center-Little Italy,FALSE,72,144,Retail Store Takeback Programs,N/A,212-334-5213,Greene St,,Patagonia,https://www.patagonia.com/recycling.html,POINT (-74.0006 40.72321899999999),10012,12075,57,4,32,1
1811 Pitkin Ave,3037090000,3083737,316,Brooklyn,908,37,"Clothing, Shoes",40.67062,-73.90623,Brownsville,FALSE,1811,504,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,Pitkin Ave,,Usagain LLC,http://www.usagain.com/,POINT (-73.906232 40.670618999999995),11212,17614,55,2,37,46
497-501 Fulton St,0,0,302,Brooklyn,15,33,"Clothes and home textiles from any brand, in clean and dry condition. Bring in your items and receive 15% off your next purchase. Visit or call store for more details. I:CO partner - https://www.ico-spirit.com/en/.",40.69084,-73.98513,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,FALSE,497-501,802,Retail Store Takeback Programs,info@hm.com,855-466-7467,Fulton St,,H&M,https://about.hm.com/en/sustainability/get-involved/recycle-your-clothes.html,POINT (-73.98513 40.690839999999994),11201,16865,68,2,38,54
76 Westervelt Ave,5000510000,5001186,501,Staten Island,7,49,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.64574,-74.08614,West New Brighton-New Brighton-St. George,FALSE,76,698,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,Westervelt Ave,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-74.086137 40.645745),10301,10369,4,1,13,74
167 Chester St,3035210000,3081043,316,Brooklyn,924,41,"Clothing, Shoes",40.66771,-73.91093,Brownsville,FALSE,167,480,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,Chester St,,Usagain LLC,http://www.usagain.com/,POINT (-73.910938 40.66771),11212,17614,55,2,17,46
219-14 Merrick Blvd,4130970000,4281324,413,Queens,358,31,"Clothing, Shoes, Coats, Towels",40.67899,-73.75027,Laurelton,TRUE,219-14,828,Publicly Accessible Donation Bins,N/A,866-931-0232,Merrick Blvd,,Carecycle Inc,carecyclecares.com/,POINT (-73.750265 40.678988999999994),11413,15313,63,3,47,63
105-57 Guy R Brewer Blvd,4101590000,4000000,412,Queens,246,27,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.70009,-73.79382,Jamaica,FALSE,105-57,715,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,Guy R Brewer Blvd,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-73.793816 40.700091),11433,24672,41,3,6,61
1533 Metropolitan Ave,0,0,209,Bronx,21001,18,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.84013,-73.85722,Parkchester,FALSE,1533,763,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,Metropolitan Ave,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-73.85722 40.84012899999999),10462,11271,58,5,31,26
75-15 Northern Blvd,0,0,403,Queens,30903,25,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.75508,-73.89112,Jackson Heights,FALSE,75-15,923,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Northern Blvd,,Helpsy,https://www.helpsy.co/,POINT (-73.891123 40.755077),11372,14781,65,3,5,73
164 4 Ave,3004200000,3006805,306,Brooklyn,119,33,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.67911,-73.98237,Park Slope-Gowanus,FALSE,164,940,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,4 Ave,,Helpsy,https://www.helpsy.co/,POINT (-73.982365 40.679113),11217,17619,14,2,38,50
159-04 Harlem River Dr,1021060000,1084188,110,Manhattan,24302,9,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.83324,-73.9361,Central Harlem North-Polo Grounds,FALSE,159-04,1063,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Harlem River Dr,,Helpsy,https://www.helpsy.co/,POINT (-73.936106 40.833244),10039,13097,18,4,36,20
10 Brown Ave,5051430000,5065717,503,Staten Island,13203,51,"Clothing, Shoes, Accessories",40.55058,-74.14997,Great Kills,TRUE,10,327,Nonprofit Organizations/Thrift Stores,info@simhs.org,718-356-7448,Brown Ave,,Great Kills Thrift Shop,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=559&BId=529,POINT (-74.149968 40.550579),10308,10695,15,1,9,76
3680 E Tremont Ave,2055430000,2079918,210,Bronx,152,13,"Clothing, Shoes",40.82705,-73.82307,Schuylerville-Throgs Neck-Edgewater Park,FALSE,3680,542,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,E Tremont Ave,,Usagain LLC,http://www.usagain.com/,POINT (-73.823067 40.827049),10465,11274,43,5,12,28
333 First Ave,1009250000,1020523,106,Manhattan,64,2,"Clothing, Shoes, Accessories, Coats",40.73475,-73.98045,Gramercy,TRUE,333,174,Nonprofit Organizations/Thrift Stores,cauzforpawz@outlook.com,212-684-7299,First Ave,,Cauz For Pawz,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=46&BId=89,POINT (-73.980443 40.734748999999994),10003,11724,71,4,50,7
835 Broadway,3031330000,3251835,304,Brooklyn,389,34,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.69931,-73.9389,Bushwick South,FALSE,835,955,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Broadway,,Helpsy,https://www.helpsy.co/,POINT (-73.938898 40.69931199999999),11206,17213,42,2,30,53
1933 Bath Ave,3064070000,3167817,311,Brooklyn,282,43,"Clothing, Shoes, Accessories",40.60234,-74.0027,Bath Beach,FALSE,1933,648,Publicly Accessible Donation Bins,�support@communityrecycling.biz,800-336-0141,Bath Ave,,Community Recycling LLC,https://www.communityrecycling.biz/,POINT (-74.002699 40.60234299999999),11214,17616,1,2,44,37
156 Ludlow St,1004110000,1079699,103,Manhattan,3001,1,"Gently worn clothing and household linens of all kinds, including shoes, belts, and bags. Contact the store for more details.",40.72093,-73.98778,Chinatown,FALSE,156,813,Retail Store Takeback Programs,love@thereformation.com,855-756-0560,Ludlow St,,Reformation,https://www.thereformation.com/,POINT (-73.9877796 40.7209298),10002,11723,70,4,32,4
1674 3 Ave,1015220000,1048399,108,Manhattan,15801,5,"Clothing, Shoes, Coats, Accessories",40.78386,-73.9507,Upper East Side-Carnegie Hill,FALSE,1674,153,Organizations/Thrift Stores,Info@UBNYC.com,212-427-0077,3 Ave,,Unique Boutique,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=779&BId=723,POINT (-73.9507 40.783861),10128,10099,23,4,1,11
114-02 Van Wyck Expy,4116610000,4251939,410,Queens,174,28,"Clothing, Shoes, Coats, Other",40.68253,-73.80637,South Ozone Park,FALSE,114-02,1081,Publicly Accessible Donation Bins,N/A,914-573-2266,Van Wyck Expy,,Standard Recycling Corp,N/A,POINT (-73.806364 40.68252999999999),11420,24016,62,3,46,64
2038 Davidson Ave,2028630000,2008399,205,Bronx,243,14,"Clothing, Shoes, Coats",40.85357,-73.90847,University Heights-Morris Heights,TRUE,2038,395,Nonprofit Organizations/Thrift Stores,N/A,718-731-6360,Davidson Ave,,"The Davidson Community Center, Inc.",https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=3560&BId=3544,POINT (-73.908472 40.853564),10453,10931,6,5,29,29
144-31 Farmers Blvd,4130900000,4438936,412,Queens,330,31,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.66754,-73.76645,Springfield Gardens North,FALSE,144-31,890,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Farmers Blvd,,Helpsy,https://www.helpsy.co/,POINT (-73.766448 40.667542),11434,24669,41,3,47,71
4138 Broadway,1021430000,1063530,112,Manhattan,263,10,"Clothing, Shoes, Linens, Accessories",40.84586,-73.93823,Washington Heights South,TRUE,4138,186,Textile Recycling at Farmers' Markets,info@grownyc.org,212-788-7476,Broadway,,175th StGreenmarket: GrowNYC Clothing & Textile Recycling Collections,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=80&BId=140,POINT (-73.938232 40.845865),10033,13091,47,4,39,21
994 Glenmore Ave,3042120000,3094671,305,Brooklyn,1196,42,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.67633,-73.87312,East New York,FALSE,994,981,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Glenmore Ave,,Helpsy,https://www.helpsy.co/,POINT (-73.873125 40.676333),11208,17215,45,2,25,47
1317 Oak Point Ave,2027690000,2094463,202,Bronx,93,17,"Clothing, Shoes",40.81068,-73.8849,Hunts Point,TRUE,1317,1139,Publicly Accessible Donation Bins,info@planetaid.org,973-882-7956,Oak Point Ave,,Planet Aid,http://www.planetaid.org/,POINT (-73.884893 40.810681),10474,12343,8,5,43,24
130 Havemeyer St,3023950000,3062830,301,Brooklyn,523,34,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.71259,-73.95743,North Side-South Side,FALSE,130,26,Publicly Accessible Donation Bins,info@helpsy.co��,(917) 364-8667,Havemeyer St,,HELPSY,https://www.helpsy.co/,POINT (-73.9574276 40.712588000000004),11211,17613,36,2,30,56
2083 Starling Ave,2039430000,2033975,209,Bronx,21002,18,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.8362,-73.85567,Parkchester,FALSE,2083,775,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,Starling Ave,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-73.855667 40.836197999999996),10462,11271,58,5,31,26
39-63 57 St,4012280000,4028253,402,Queens,257,26,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.74607,-73.90669,Woodside,FALSE,39-63,704,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,57 St,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-73.906693 40.74607199999999),11377,14787,53,3,33,66
4882 Arthur Kill Rd,0,0,503,Staten Island,226,51,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.52313,-74.23911,Charleston-Richmond Valley-Tottenville,FALSE,4882,850,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Arthur Kill Rd,,Helpsy,https://www.helpsy.co/,POINT (-74.23911 40.523132),10309,10696,15,1,9,77
44-37 Douglaston Pkwy,4081110000,4453377,411,Queens,1479,19,"Clothing, Shoes",40.76572,-73.74433,Douglas Manor-Douglaston-Little Neck,FALSE,44-37,432,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,Douglaston Pkwy,,Usagain LLC,http://www.usagain.com/,POINT (-73.744333 40.76572099999999),11363,14505,26,3,20,69
1252 Madison Ave,1015010000,1046978,108,Manhattan,15002,4,The nonprofit Free the Girls accepts gently-used bras at this store location.,40.78338,-73.95722,Upper East Side-Carnegie Hill,TRUE,1252,44,Retail Store Takeback Programs,NYCMadison@us.rigbyandpeller.com,(212) 860-8366,Madison Ave,,Rigby & Peller - New York Madison @ 90th,https://freethegirls.org/,POINT (-73.957219 40.783378),10128,10099,23,4,51,11
5824 Church Ave,3047060000,3327609,317,Brooklyn,936,45,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.6523,-73.92229,Rugby-Remsen Village,FALSE,5824,961,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Church Ave,,Helpsy,https://www.helpsy.co/,POINT (-73.922296 40.65229999999999),11203,16866,61,2,26,40
262-10 Hillside Ave,4087920000,4179951,413,Queens,157903,23,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.73757,-73.70579,Glen Oaks-Floral Park-New Hyde Park,FALSE,262-10,903,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Hillside Ave,,Helpsy,https://www.helpsy.co/,POINT (-73.705787 40.73757299999998),11004,15785,63,3,16,63
495 E 180 St,2030470000,2011507,206,Bronx,395,15,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.8515,-73.89487,Claremont-Bathgate,FALSE,495,1032,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,E 180 St,,Helpsy,https://www.helpsy.co/,POINT (-73.89486600000001 40.85149899999999),10457,10935,35,5,22,31
1420 Parkchester Rd,2039388000,2096665,209,Bronx,212,18,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.83522,-73.85847,Parkchester,FALSE,1420,772,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,Parkchester Rd,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-73.858467 40.835215),10462,11271,58,5,31,26
3811 Surf Ave,3070290000,3189297,313,Brooklyn,336,47,"Clothing, Shoes, Coats",40.57488,-74.00555,Seagate-Coney Island,TRUE,3811,311,Nonprofit Organizations/Thrift Stores,info@metcouncil.org,718-266-3666,Surf Ave,,Housing for Homeless Seniors (Met Council on Jewish Poverty),https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=3429&BId=3395,POINT (-74.005545 40.574878),11224,18184,21,2,45,35
2588 Steinway St,4006540000,4010300,401,Queens,143,22,"Clothing, Shoes, Coats, Accessories",40.76595,-73.91366,Astoria,FALSE,2588,298,Organizations/Thrift Stores,N/A,718-204-0310,Steinway St,,Steinway Thrift Shop,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=787&BId=731,POINT (-73.913657 40.765946),11103,16860,39,3,4,72
49 Tompkins Ave,5005330000,5013950,501,Staten Island,27,49,"Clothing, Shoes, Bedding And Linens, Coats, Accessories, Rugs, Towels, Fabric",40.62336,-74.07873,Stapleton-Rosebank,TRUE,49,313,Nonprofit Organizations/Thrift Stores,Stapleton.UAME@gmail.com,718-273-2857,Tompkins Ave,,Stapleton UAME Church,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=3446&BId=3418,POINT (-74.078731 40.623361),10304,10691,4,1,13,74
1416 Unionport Rd,2039330000,2028969,209,Bronx,222,18,"Clothing, Shoes",40.83496,-73.85435,Parkchester,FALSE,1416,566,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,Unionport Rd,,Usagain LLC,http://www.usagain.com/,POINT (-73.854354 40.83495799999999),10462,11271,58,5,31,26
6709 108 St,4021760000,4051865,406,Queens,741,29,"Clothing, Shoes",40.72873,-73.8471,Forest Hills,FALSE,6709,413,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,108 St,,Usagain LLC,http://www.usagain.com/,POINT (-73.847098 40.728734),11375,14786,40,3,28,70
537 Broadway,1004980000,1007581,102,Manhattan,49,1,"Clothing & shoes. Bring in a minimum of 5 items & receive 15% off your next purchase. All brands in clean, dry condition accepted. Visit or call store for more details. I:CO partner - https://www.ico-spirit.com/en/",40.72343,-73.9988,SoHo-TriBeCa-Civic Center-Little Italy,FALSE,537,31,Retail Store Takeback Programs,https://shop.guess.com/en/customercare/contactus/,(212) 226-9545,Broadway,,GUESS,https://shop.guess.com/en/resourced/,POINT (-73.9988038 40.723429),10012,12075,57,4,32,1
328 Bowery,1005298000,1008438,102,Manhattan,5502,1,"Clothing & shoes. Bring in your unwanted items & receive 20% off a new pair of full-price shoes. All brands in clean, dry condition accepted. Visit or call store for more details. I:CO partner - https://www.ico-spirit.com/en/",40.72562,-73.99253,West Village,FALSE,328,43,Retail Store Takeback Programs,https://www.kennethcole.com/contact,(212) 777 - 2013,Bowery,,Kenneth Cole,https://www.kennethcole.com/csr-give-back-program.html,POINT (-73.9925297 40.7256243),10012,12075,57,4,32,5
466 Bay St,5005090000,5013403,501,Staten Island,21,49,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.63076,-74.0769,Stapleton-Rosebank,FALSE,466,667,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,Bay St,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-74.076895 40.630763),10304,10691,4,1,13,74
272-10 Union Tpke,4086750000,4177267,413,Queens,157901,23,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats, Rugs",40.75216,-73.70155,Glen Oaks-Floral Park-New Hyde Park,TRUE,272-10,248,Publicly Accessible Donation Bins,N/A,516-437-1307,Union Tpke,,Friendship Circle,https://www.chabadroslyn.com/templates/section_cdo/aid/.../Friendship-Circle.htm,POINT (-73.701555 40.75216400000001),11040,16515,,,,
331 Port Richmond Ave,5010380000,5095249,501,Staten Island,213,49,"Clothing, Shoes",40.63348,-74.13625,Port Richmond,FALSE,331,410,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,Port Richmond Ave,,Usagain LLC,http://www.usagain.com/,POINT (-74.136245 40.63348499999999),10302,10370,4,1,13,75
92 5 Ave,3009370000,3018817,306,Brooklyn,12901,39,Contact store for details,40.68021,-73.9782,Park Slope-Gowanus,FALSE,92,59,Organizations/Thrift Stores,service@beaconscloset.com,(718) 230-1630,5 Ave,,beacon's closet,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=425&BId=429,POINT (-73.978205 40.68021199999998),11217,17619,14,2,27,50
151 Lenox Ave,1019028000,1057434,110,Manhattan,218,9,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.80317,-73.94923,Central Harlem South,TRUE,151,1071,Textile Recycling at Farmers' Markets,info@greentreetextiles.org,908-245-9300,Lenox Ave,,Green Tree Textiles at Lenox AveHarvest Home Farmer's Market,http://www.greentreetextiles.org/farmersmarkets/,POINT (-73.949231 40.803165),10026,12423,18,4,36,18
7924 Flatlands Ave,3080160000,3224863,318,Brooklyn,956,46,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.63523,-73.91335,Canarsie,FALSE,7924,738,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,Flatlands Ave,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-73.913354 40.635226999999986),11236,13827,5,2,8,42
489 E NEW YORK AVE,3013310000,3000000,309,Brooklyn,806,40,"Clothing, Shoes, Accessories, Bedding and linens, Coats",40.66204,-73.9465,Prospect Lefferts Gardens-Wingate,FALSE,489,9,Publicly Accessible Donation Bins,N/A,(347) 446-9639,E NEW YORK AVE,,American Recycling Resources,http://www.americanrecyclingresources.com/contact.html,POINT (-73.946493 40.662039),11225,13509,17,2,11,44
